0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,188,190,192,194,196,198,200,202,204,206,208,210,212,214,216,218,220,222,224,226,228,230,232,234,236,238,240,242,244,246,248,250,252,254,256,258,260,262,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,300,302,304,306,308,310,312,314,316,318,320,322,324,326,328,330,332,334,336,338,340,342,344,346,348,350,352,354,356,358,360,362,364,366,368,370,372,374,376,378,380,382,384,386,388,390,392,394,396,398,400,402,404,406,408,410,412,414,416,418,420,422,424,426,428,430,432,434,436,438,440,442,444,446,448,450,452,454,456,458,460,462,464,466,468,470,472,474,476,478,480,482,484,486,488,490,492,494,496,498,500,502,504,506,508,510,512,514,516,518,520,522,524,526,528,530,532,534,536,538,540,542,544,546,548,550,552,554,556,558,560,562,564,566,568,570,572,574,576,578,580,582,584,586,588,590,592,594,596,598,600,602,604,606,608,610,612,614,616,618,620,622,624,626,628,630,632,634,636,638,640,642,644,646,648,650,652,654,656,658,660
0.042,0.083,0.085,0.045,0.044,0.021,0.023,0.017,0.028,0.014,0.029,0.02,0.04,0.044,0.062,0.069,0.045,0.056,0.06,0.055,0.053,0.005,0.03,0.025,0.031,0.05,0.041,0.068,0.081,0.058,0.065,0.019,0.052,0.034,0.029,0.025,0.011,0.007,0.009,0.011,0.01,0.02,0.018,0.03,0.036,0.015,0.01,0.017,0.013,0.017,0.014,0.013,0.011,0.02,0.02,0.008,0.013,0.014,0.008,0.006,0.011,0.01,0.008,0.008,0.003,0.014,0.013,0.011,0.009,0.008,0.005,0.007,0.013,0.008,0.009,0.005,0.01,0.011,0.008,0.021,0.003,0.013,0.002,0.017,0.008,0.016,0.011,0.014,0.005,0.016,0.028,0.009,0.022,0.02,0.009,0.012,0.009,0.032,0.013,0.01,0.047,0.029,0.009,0.032,0.368,0.245,0.023,0.082,0.057,0.062,0.027,0.007,0.051,0.01,0.023,0.031,0.006,0.013,0.001,0.014,0.005,0.026,0.02,0.011,0.011,0.004,0.005,0.004,0.005,0.009,0.002,0.006,0.005,0.007,0.001,0.0,0.001,0.008,0.004,0.005,0.006,0.001,0.007,0.006,0.007,0.001,0.005,0.001,0.002,0.003,0.002,0.002,0.0,0.009,0.003,0.001,0.004,0.002,0.001,0.002,0.003,0.002,0.003,0.001,0.002,0.003,0.002,0.001,0.002,0.003,0.003,0.0,0.001,0.002,0.002,0.003,0.009,0.007,0.007,0.01,0.016,0.013,0.024,0.02,0.013,0.014,0.011,0.004,0.003,0.009,0.008,0.007,0.01,0.014,0.007,0.016,0.014,0.017,0.013,0.01,0.012,0.008,0.007,0.007,0.007,0.008,0.011,0.007,0.015,0.006,0.006,0.006,0.005,0.005,0.003,0.006,0.007,0.008,0.011,0.007,0.01,0.007,0.01,0.008,0.01,0.011,0.01,0.009,0.013,0.01,0.014,0.016,0.015,0.015,0.011,0.011,0.016,0.016,0.017,0.017,0.016,0.018,0.018,0.018,0.014,0.016,0.018,0.016,0.017,0.02,0.018,0.017,0.015,0.015,0.016,0.015,0.014,0.013,0.013,0.014,0.015,0.014,0.013,0.013,0.013,0.014,0.013,0.013,0.013,0.013,0.012,0.011,0.01,0.009,0.011,0.012,0.011,0.013,0.012,0.012,0.014,0.014,0.013,0.014,0.014,0.014,0.015,0.014,0.014,0.015,0.015,0.014,0.015,0.015,0.014,0.013,0.014,0.013,0.011,0.012,0.013,0.013,0.012,0.013,0.013,0.014,0.014,0.015,0.015,0.016,0.016,0.016,0.016,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.018,0.018,0.018,0.009,,,,
0.022,0.067,0.063,0.067,0.045,0.04,0.015,0.02,0.033,0.011,0.049,0.058,0.033,0.037,0.034,0.075,0.083,0.065,0.035,0.057,0.052,0.018,0.026,0.013,0.032,0.027,0.02,0.019,0.011,0.016,0.004,0.021,0.011,0.029,0.017,0.026,0.024,0.034,0.015,0.026,0.014,0.007,0.019,0.005,0.006,0.026,0.01,0.011,0.01,0.01,0.009,0.015,0.013,0.025,0.023,0.011,0.016,0.016,0.019,0.02,0.015,0.025,0.01,0.005,0.009,0.013,0.016,0.018,0.006,0.018,0.011,0.015,0.023,0.003,0.003,0.015,0.011,0.01,0.011,0.002,0.004,0.006,0.008,0.009,0.018,0.015,0.013,0.014,0.012,0.015,0.005,0.01,0.002,0.017,0.005,0.002,0.012,0.009,0.01,0.009,0.021,0.014,0.005,0.017,0.004,0.004,0.009,0.017,0.036,0.012,0.014,0.013,0.011,0.023,0.007,0.017,0.018,0.01,0.025,0.022,0.036,0.009,0.037,0.064,0.036,0.015,0.013,0.051,0.085,0.05,0.075,0.047,0.032,0.085,0.233,0.207,0.091,0.086,0.046,0.074,0.027,0.021,0.022,0.023,0.019,0.006,0.011,0.003,0.008,0.009,0.01,0.013,0.011,0.006,0.003,0.008,0.005,0.009,0.004,0.003,0.004,0.003,0.001,0.003,0.004,0.003,0.001,0.001,0.001,0.002,0.018,0.003,0.004,0.009,0.007,0.004,0.011,0.013,0.011,0.013,0.02,0.017,0.011,0.015,0.025,0.025,0.023,0.012,0.007,0.007,0.006,0.01,0.01,0.01,0.008,0.016,0.011,0.012,0.009,0.012,0.016,0.015,0.006,0.003,0.007,0.005,0.006,0.002,0.005,0.003,0.001,0.004,0.004,0.005,0.009,0.007,0.009,0.009,0.009,0.006,0.013,0.012,0.015,0.013,0.015,0.015,0.018,0.016,0.016,0.017,0.017,0.019,0.018,0.018,0.017,0.018,0.017,0.017,0.018,0.015,0.014,0.012,0.014,0.013,0.013,0.013,0.015,0.012,0.015,0.014,0.012,0.012,0.013,0.013,0.014,0.014,0.015,0.015,0.016,0.016,0.015,0.015,0.015,0.015,0.014,0.013,0.012,0.012,0.013,0.013,0.014,0.014,0.016,0.017,0.016,0.017,0.017,0.017,0.016,0.017,0.016,0.016,0.017,0.016,0.017,0.016,0.017,0.016,0.017,0.016,0.016,0.015,0.015,0.016,0.016,0.016,0.015,0.016,0.017,0.016,0.016,0.015,0.014,0.015,0.015,0.015,0.016,0.017,0.017,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.018,0.019,0.019,0.02,0.02,0.02,0.021,0.02,0.01,,,,,
0.017,0.016,0.016,0.015,0.017,0.015,0.02,0.048,0.088,0.262,0.204,0.118,0.068,0.025,0.028,0.067,0.054,0.056,0.018,0.047,0.011,0.043,0.072,0.05,0.083,0.04,0.134,0.04,0.007,0.081,0.056,0.023,0.031,0.03,0.038,0.029,0.047,0.029,0.007,0.007,0.027,0.018,0.012,0.008,0.012,0.02,0.024,0.028,0.014,0.035,0.013,0.014,0.001,0.013,0.015,0.008,0.003,0.005,0.005,0.018,0.017,0.009,0.01,0.017,0.004,0.011,0.008,0.013,0.004,0.019,0.015,0.006,0.01,0.007,0.006,0.008,0.013,0.009,0.002,0.009,0.013,0.007,0.008,0.015,0.009,0.013,0.007,0.005,0.003,0.006,0.004,0.006,0.017,0.009,0.005,0.003,0.007,0.007,0.009,0.003,0.027,0.007,0.001,0.023,0.006,0.01,0.005,0.014,0.017,0.007,0.012,0.01,0.006,0.009,0.025,0.005,0.003,0.021,0.018,0.027,0.029,0.041,0.025,0.008,0.075,0.06,0.104,0.054,0.171,0.072,0.131,0.034,0.044,0.025,0.022,0.017,0.008,0.006,0.008,0.02,0.011,0.015,0.003,0.012,0.007,0.019,0.005,0.009,0.01,0.008,0.006,0.01,0.005,0.002,0.008,0.006,0.004,0.008,0.008,0.004,0.002,0.006,0.004,0.008,0.005,0.003,0.003,0.005,0.006,0.002,0.005,0.002,0.003,0.002,0.002,0.002,0.004,0.002,0.008,0.008,0.023,0.026,0.032,0.018,0.033,0.022,0.016,0.015,0.016,0.01,0.014,0.005,0.009,0.011,0.011,0.009,0.01,0.009,0.012,0.003,0.003,0.005,0.004,0.007,0.01,0.014,0.012,0.02,0.012,0.014,0.01,0.009,0.009,0.007,0.007,0.008,0.006,0.007,0.011,0.01,0.008,0.01,0.01,0.009,0.013,0.014,0.015,0.018,0.016,0.017,0.019,0.018,0.018,0.014,0.013,0.013,0.015,0.015,0.011,0.012,0.009,0.013,0.014,0.019,0.021,0.019,0.022,0.022,0.024,0.022,0.022,0.02,0.02,0.02,0.017,0.018,0.017,0.016,0.017,0.018,0.02,0.018,0.017,0.016,0.014,0.012,0.012,0.011,0.011,0.013,0.015,0.017,0.019,0.02,0.018,0.018,0.016,0.016,0.016,0.015,0.014,0.013,0.014,0.015,0.015,0.017,0.016,0.017,0.018,0.017,0.017,0.015,0.016,0.015,0.015,0.015,0.014,0.015,0.015,0.015,0.016,0.016,0.016,0.016,0.017,0.014,0.015,0.015,0.015,0.013,0.013,0.014,0.013,0.012,0.012,0.012,0.012,0.012,0.013,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.013,0.013,0.014,0.013,0.01
0.016,0.012,0.012,0.018,0.018,0.023,0.018,0.019,0.04,0.074,0.219,0.114,0.107,0.077,0.041,0.053,0.037,0.058,0.013,0.034,0.019,0.041,0.037,0.018,0.039,0.073,0.066,0.025,0.052,0.052,0.068,0.033,0.034,0.033,0.05,0.011,0.044,0.022,0.021,0.014,0.01,0.015,0.049,0.037,0.022,0.022,0.043,0.008,0.012,0.035,0.026,0.01,0.017,0.02,0.034,0.018,0.016,0.011,0.011,0.006,0.008,0.019,0.018,0.016,0.006,0.006,0.006,0.021,0.005,0.01,0.004,0.009,0.014,0.019,0.009,0.015,0.006,0.005,0.012,0.014,0.004,0.004,0.004,0.005,0.003,0.007,0.004,0.003,0.001,0.008,0.01,0.007,0.008,0.011,0.009,0.013,0.002,0.005,0.007,0.005,0.001,0.01,0.012,0.007,0.002,0.002,0.015,0.013,0.018,0.012,0.008,0.025,0.012,0.011,0.008,0.018,0.011,0.017,0.019,0.021,0.007,0.009,0.004,0.005,0.007,0.023,0.008,0.022,0.007,0.014,0.026,0.038,0.027,0.024,0.001,0.025,0.091,0.149,0.285,0.183,0.067,0.045,0.084,0.014,0.015,0.004,0.013,0.05,0.001,0.016,0.037,0.015,0.007,0.018,0.016,0.006,0.006,0.015,0.013,0.008,0.007,0.003,0.006,0.003,0.006,0.008,0.005,0.002,0.005,0.025,0.028,0.03,0.034,0.019,0.033,0.032,0.022,0.021,0.016,0.025,0.021,0.021,0.012,0.001,0.015,0.009,0.002,0.002,0.007,0.011,0.01,0.009,0.004,0.006,0.01,0.011,0.01,0.012,0.012,0.012,0.01,0.007,0.005,0.006,0.01,0.01,0.011,0.013,0.015,0.006,0.008,0.007,0.01,0.008,0.005,0.006,0.008,0.008,0.008,0.008,0.007,0.008,0.01,0.007,0.003,0.003,0.004,0.004,0.004,0.005,0.004,0.004,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.003,0.004,0.004,0.005,0.005,0.006,0.005,0.005,0.006,0.005,0.006,0.006,0.005,0.005,0.007,0.007,0.007,0.008,0.009,0.01,0.01,0.009,0.01,0.008,0.009,0.01,0.009,0.011,0.011,0.012,0.011,0.012,0.014,0.013,0.012,0.012,0.013,0.013,0.013,0.015,0.014,0.013,0.014,0.013,0.013,0.012,0.012,0.012,0.013,0.013,0.014,0.013,0.013,0.013,0.012,0.012,0.013,0.012,0.011,0.01,0.011,0.009,0.01,0.011,0.011,0.011,0.011,0.011,0.011,0.012,0.011,0.012,0.013,0.012,0.011,0.011,0.011,0.006,
0.014,0.018,0.017,0.014,0.016,0.037,0.259,0.151,0.224,0.138,0.066,0.067,0.019,0.029,0.073,0.015,0.013,0.007,0.036,0.027,0.049,0.043,0.03,0.031,0.058,0.059,0.026,0.026,0.046,0.006,0.039,0.049,0.013,0.021,0.048,0.036,0.011,0.02,0.044,0.004,0.012,0.007,0.024,0.031,0.004,0.013,0.012,0.024,0.007,0.019,0.022,0.023,0.017,0.032,0.025,0.004,0.014,0.014,0.006,0.016,0.011,0.003,0.011,0.019,0.009,0.014,0.01,0.018,0.009,0.007,0.002,0.001,0.007,0.001,0.003,0.014,0.006,0.005,0.002,0.003,0.001,0.002,0.002,0.006,0.001,0.003,0.006,0.012,0.006,0.013,0.014,0.01,0.007,0.006,0.015,0.007,0.02,0.003,0.007,0.004,0.005,0.01,0.02,0.011,0.01,0.004,0.028,0.009,0.004,0.009,0.011,0.014,0.005,0.03,0.011,0.006,0.011,0.016,0.018,0.011,0.027,0.012,0.004,0.021,0.011,0.014,0.012,0.027,0.041,0.027,0.045,0.102,0.124,0.174,0.216,0.066,0.109,0.077,0.041,0.048,0.03,0.013,0.012,0.023,0.009,0.023,0.025,0.005,0.018,0.009,0.01,0.01,0.02,0.007,0.009,0.001,0.007,0.007,0.009,0.008,0.007,0.011,0.006,0.003,0.009,0.008,0.003,0.004,0.002,0.002,0.005,0.005,0.003,0.005,0.006,0.007,0.003,0.004,0.012,0.019,0.011,0.004,0.031,0.012,0.003,0.008,0.007,0.007,0.006,0.008,0.02,0.02,0.012,0.017,0.015,0.013,0.02,0.016,0.016,0.009,0.011,0.005,0.006,0.004,0.007,0.005,0.006,0.003,0.004,0.007,0.01,0.011,0.012,0.015,0.015,0.013,0.009,0.007,0.009,0.008,0.006,0.009,0.009,0.011,0.008,0.009,0.005,0.004,0.003,0.003,0.005,0.009,0.006,0.009,0.011,0.014,0.015,0.012,0.017,0.013,0.016,0.016,0.013,0.016,0.013,0.013,0.01,0.011,0.014,0.01,0.013,0.013,0.014,0.016,0.015,0.015,0.016,0.018,0.018,0.02,0.021,0.02,0.018,0.017,0.017,0.018,0.018,0.017,0.017,0.017,0.016,0.015,0.015,0.016,0.016,0.018,0.018,0.018,0.018,0.017,0.018,0.017,0.016,0.015,0.016,0.016,0.017,0.018,0.016,0.015,0.015,0.014,0.015,0.015,0.016,0.016,0.015,0.014,0.013,0.012,0.012,0.013,0.015,0.014,0.015,0.015,0.016,0.016,0.016,0.017,0.015,0.016,0.016,0.016,0.016,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.015,0.015,0.015,0.014,0.015,0.013,0.013,0.013,0.009
0.018,0.013,0.015,0.016,0.018,0.025,0.018,0.015,0.039,0.091,0.219,0.117,0.102,0.074,0.026,0.07,0.03,0.055,0.029,0.032,0.011,0.023,0.037,0.038,0.035,0.064,0.037,0.017,0.024,0.06,0.031,0.008,0.016,0.05,0.045,0.016,0.048,0.009,0.009,0.029,0.014,0.045,0.046,0.04,0.013,0.007,0.031,0.017,0.002,0.035,0.004,0.004,0.023,0.009,0.031,0.029,0.01,0.007,0.019,0.007,0.009,0.016,0.011,0.014,0.005,0.003,0.007,0.022,0.019,0.011,0.014,0.002,0.008,0.012,0.011,0.002,0.014,0.006,0.006,0.023,0.008,0.002,0.01,0.006,0.006,0.004,0.011,0.013,0.004,0.006,0.013,0.002,0.008,0.016,0.012,0.012,0.005,0.009,0.008,0.01,0.002,0.013,0.002,0.008,0.007,0.005,0.004,0.014,0.011,0.008,0.003,0.023,0.008,0.006,0.011,0.009,0.01,0.023,0.004,0.01,0.008,0.017,0.021,0.014,0.008,0.017,0.009,0.015,0.013,0.012,0.007,0.019,0.014,0.034,0.008,0.032,0.033,0.094,0.148,0.26,0.216,0.07,0.043,0.061,0.008,0.036,0.014,0.032,0.019,0.019,0.006,0.028,0.022,0.002,0.015,0.003,0.012,0.008,0.019,0.017,0.006,0.014,0.002,0.007,0.005,0.005,0.007,0.002,0.006,0.002,0.004,0.003,0.005,0.005,0.028,0.009,0.014,0.01,0.022,0.031,0.026,0.037,0.044,0.033,0.016,0.012,0.007,0.007,0.006,0.003,0.004,0.002,0.005,0.005,0.003,0.006,0.004,0.003,0.004,0.009,0.012,0.011,0.012,0.013,0.009,0.007,0.006,0.008,0.007,0.004,0.007,0.01,0.005,0.006,0.008,0.01,0.005,0.004,0.001,0.002,0.005,0.005,0.004,0.007,0.007,0.006,0.005,0.005,0.006,0.005,0.004,0.004,0.004,0.001,0.003,0.004,0.003,0.005,0.006,0.009,0.009,0.01,0.006,0.006,0.005,0.005,0.004,0.005,0.006,0.007,0.009,0.006,0.008,0.007,0.007,0.005,0.006,0.004,0.002,0.004,0.004,0.005,0.004,0.007,0.008,0.009,0.007,0.006,0.008,0.007,0.007,0.007,0.007,0.008,0.009,0.01,0.011,0.01,0.009,0.009,0.009,0.01,0.012,0.012,0.011,0.012,0.015,0.018,0.017,0.017,0.014,0.014,0.013,0.014,0.015,0.013,0.014,0.014,0.014,0.015,0.014,0.013,0.014,0.014,0.014,0.013,0.013,0.013,0.013,0.013,0.013,0.014,0.014,0.013,0.012,0.012,0.012,0.013,0.011,0.012,0.012,0.011,0.011,0.011,0.01,0.01,0.01,0.01,0.011,0.006,
0.021,0.018,0.014,0.014,0.018,0.017,0.019,0.045,0.196,0.188,0.197,0.063,0.086,0.128,0.055,0.048,0.042,0.057,0.034,0.045,0.056,0.031,0.044,0.069,0.106,0.1,0.06,0.025,0.047,0.059,0.037,0.018,0.015,0.022,0.017,0.016,0.031,0.022,0.022,0.006,0.003,0.018,0.022,0.045,0.021,0.021,0.022,0.016,0.024,0.028,0.017,0.018,0.02,0.003,0.015,0.017,0.01,0.018,0.007,0.006,0.009,0.011,0.008,0.017,0.008,0.011,0.005,0.011,0.009,0.02,0.005,0.005,0.008,0.008,0.005,0.008,0.005,0.01,0.002,0.006,0.006,0.004,0.007,0.012,0.01,0.001,0.014,0.004,0.015,0.006,0.011,0.009,0.014,0.009,0.015,0.007,0.003,0.002,0.007,0.005,0.011,0.007,0.006,0.003,0.026,0.014,0.002,0.016,0.015,0.013,0.006,0.006,0.016,0.009,0.024,0.011,0.02,0.011,0.023,0.016,0.011,0.008,0.007,0.02,0.014,0.006,0.028,0.018,0.037,0.073,0.15,0.061,0.213,0.042,0.088,0.098,0.008,0.036,0.024,0.039,0.019,0.029,0.011,0.031,0.019,0.004,0.008,0.014,0.017,0.01,0.013,0.01,0.006,0.007,0.002,0.013,0.002,0.008,0.013,0.009,0.005,0.002,0.008,0.009,0.005,0.001,0.005,0.004,0.005,0.002,0.002,0.004,0.006,0.004,0.005,0.001,0.003,0.007,0.005,0.002,0.016,0.017,0.016,0.018,0.019,0.014,0.014,0.02,0.015,0.017,0.011,0.019,0.019,0.021,0.013,0.016,0.018,0.015,0.014,0.017,0.013,0.007,0.007,0.004,0.005,0.006,0.011,0.009,0.004,0.004,0.008,0.012,0.011,0.011,0.012,0.011,0.016,0.012,0.012,0.014,0.013,0.013,0.01,0.013,0.013,0.011,0.009,0.007,0.005,0.005,0.006,0.007,0.009,0.005,0.009,0.008,0.011,0.011,0.013,0.017,0.014,0.016,0.011,0.013,0.012,0.015,0.016,0.011,0.011,0.011,0.012,0.013,0.013,0.013,0.013,0.013,0.016,0.016,0.019,0.022,0.024,0.021,0.022,0.021,0.021,0.021,0.02,0.019,0.021,0.02,0.019,0.019,0.018,0.018,0.017,0.017,0.018,0.016,0.016,0.015,0.015,0.015,0.016,0.016,0.015,0.016,0.019,0.02,0.02,0.019,0.017,0.018,0.018,0.017,0.016,0.016,0.016,0.013,0.015,0.014,0.015,0.016,0.015,0.016,0.016,0.016,0.015,0.015,0.014,0.015,0.015,0.016,0.016,0.016,0.015,0.017,0.016,0.015,0.017,0.017,0.017,0.017,0.018,0.016,0.014,0.015,0.013,0.012,0.013,0.011,0.01
0.015,0.017,0.018,0.018,0.016,0.015,0.029,0.183,0.236,0.12,0.073,0.052,0.032,0.032,0.05,0.013,0.013,0.028,0.062,0.079,0.053,0.036,0.043,0.032,0.046,0.039,0.031,0.031,0.027,0.053,0.027,0.036,0.044,0.04,0.035,0.054,0.01,0.054,0.02,0.025,0.011,0.05,0.012,0.029,0.023,0.026,0.009,0.018,0.011,0.039,0.01,0.005,0.031,0.016,0.021,0.018,0.003,0.01,0.005,0.008,0.022,0.02,0.007,0.01,0.02,0.024,0.01,0.004,0.004,0.007,0.013,0.002,0.015,0.006,0.004,0.02,0.017,0.002,0.001,0.003,0.001,0.004,0.008,0.009,0.006,0.005,0.008,0.005,0.009,0.006,0.015,0.007,0.009,0.002,0.013,0.007,0.013,0.004,0.006,0.003,0.006,0.012,0.017,0.015,0.015,0.011,0.026,0.014,0.009,0.013,0.021,0.021,0.011,0.01,0.009,0.021,0.007,0.014,0.011,0.015,0.005,0.012,0.009,0.011,0.01,0.02,0.021,0.041,0.04,0.021,0.09,0.133,0.066,0.269,0.054,0.063,0.057,0.034,0.048,0.028,0.016,0.024,0.018,0.008,0.036,0.015,0.011,0.023,0.013,0.004,0.013,0.015,0.012,0.009,0.008,0.006,0.005,0.004,0.007,0.001,0.002,0.001,0.006,0.005,0.002,0.022,0.028,0.024,0.02,0.022,0.021,0.019,0.026,0.022,0.015,0.008,0.008,0.002,0.006,0.004,0.008,0.013,0.014,0.009,0.01,0.006,0.01,0.011,0.014,0.014,0.012,0.006,0.007,0.003,0.004,0.008,0.01,0.008,0.01,0.012,0.011,0.01,0.01,0.01,0.009,0.008,0.008,0.005,0.004,0.005,0.007,0.008,0.004,0.003,0.004,0.004,0.006,0.006,0.006,0.006,0.007,0.004,0.006,0.005,0.006,0.006,0.006,0.006,0.008,0.007,0.007,0.009,0.007,0.008,0.006,0.007,0.006,0.004,0.006,0.004,0.003,0.005,0.002,0.004,0.004,0.004,0.006,0.007,0.005,0.005,0.004,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.006,0.007,0.006,0.008,0.008,0.008,0.006,0.006,0.007,0.008,0.007,0.008,0.009,0.009,0.009,0.01,0.011,0.012,0.012,0.013,0.012,0.011,0.012,0.013,0.013,0.013,0.013,0.013,0.014,0.014,0.014,0.013,0.014,0.012,0.012,0.013,0.013,0.013,0.012,0.011,0.012,0.012,0.012,0.012,0.012,0.011,0.01,0.011,0.011,0.011,0.011,0.012,0.01,0.011,0.012,0.012,0.011,0.01,0.01,0.01,0.011,0.01,0.01,0.011,0.01,0.011,0.01,0.01,0.01,0.01,0.011,0.005,
0.021,0.017,0.013,0.02,0.019,0.01,0.01,0.033,0.123,0.207,0.117,0.036,0.032,0.032,0.078,0.03,0.038,0.034,0.044,0.031,0.039,0.015,0.048,0.031,0.078,0.032,0.045,0.032,0.025,0.012,0.009,0.034,0.034,0.005,0.022,0.031,0.043,0.031,0.027,0.043,0.055,0.016,0.041,0.043,0.038,0.055,0.063,0.06,0.017,0.012,0.012,0.036,0.025,0.02,0.014,0.011,0.034,0.03,0.027,0.016,0.015,0.012,0.011,0.018,0.007,0.008,0.003,0.005,0.019,0.006,0.011,0.007,0.005,0.005,0.014,0.002,0.008,0.006,0.011,0.021,0.004,0.011,0.002,0.005,0.01,0.008,0.004,0.005,0.006,0.005,0.011,0.004,0.012,0.012,0.012,0.01,0.011,0.004,0.019,0.013,0.016,0.003,0.009,0.003,0.002,0.006,0.011,0.004,0.01,0.004,0.008,0.003,0.006,0.006,0.007,0.013,0.006,0.001,0.013,0.016,0.017,0.008,0.015,0.008,0.004,0.005,0.012,0.006,0.003,0.008,0.013,0.044,0.043,0.016,0.036,0.058,0.147,0.103,0.28,0.304,0.101,0.067,0.078,0.034,0.024,0.035,0.009,0.012,0.026,0.006,0.015,0.038,0.019,0.004,0.013,0.016,0.01,0.008,0.017,0.015,0.004,0.011,0.012,0.002,0.001,0.003,0.007,0.003,0.006,0.009,0.002,0.011,0.007,0.001,0.004,0.001,0.006,0.005,0.006,0.004,0.007,0.003,0.004,0.007,0.004,0.003,0.002,0.004,0.001,0.015,0.02,0.005,0.005,0.016,0.03,0.036,0.034,0.051,0.035,0.038,0.033,0.037,0.042,0.044,0.038,0.027,0.021,0.023,0.014,0.008,0.013,0.014,0.009,0.012,0.011,0.011,0.011,0.002,0.007,0.007,0.007,0.01,0.009,0.014,0.013,0.014,0.014,0.004,0.001,0.003,0.007,0.008,0.005,0.004,0.002,0.004,0.003,0.001,0.005,0.001,0.002,0.003,0.001,0.001,0.004,0.005,0.007,0.007,0.009,0.009,0.007,0.01,0.011,0.01,0.008,0.007,0.005,0.009,0.01,0.01,0.008,0.007,0.004,0.004,0.004,0.005,0.007,0.009,0.01,0.008,0.004,0.006,0.007,0.007,0.008,0.007,0.007,0.007,0.005,0.006,0.004,0.005,0.005,0.004,0.007,0.006,0.005,0.004,0.003,0.004,0.004,0.006,0.007,0.008,0.008,0.009,0.009,0.008,0.006,0.005,0.005,0.006,0.007,0.008,0.008,0.009,0.008,0.008,0.009,0.008,0.008,0.008,0.009,0.008,0.008,0.008,0.007,0.007,0.008,0.008,0.01,0.01,0.011,0.011,0.011,0.011,0.011,0.01,0.005,,
0.016,0.02,0.013,0.019,0.036,0.034,0.181,0.24,0.078,0.031,0.029,0.076,0.016,0.01,0.027,0.043,0.057,0.064,0.052,0.034,0.025,0.046,0.053,0.013,0.056,0.053,0.052,0.035,0.036,0.047,0.015,0.043,0.04,0.027,0.028,0.047,0.024,0.021,0.042,0.025,0.012,0.057,0.027,0.036,0.037,0.004,0.009,0.001,0.016,0.008,0.013,0.018,0.016,0.018,0.018,0.02,0.006,0.011,0.017,0.026,0.007,0.01,0.014,0.017,0.004,0.006,0.017,0.012,0.012,0.014,0.005,0.005,0.019,0.005,0.012,0.005,0.007,0.004,0.008,0.016,0.005,0.003,0.004,0.006,0.004,0.01,0.017,0.006,0.008,0.002,0.009,0.004,0.006,0.009,0.009,0.003,0.007,0.012,0.004,0.011,0.006,0.022,0.003,0.01,0.003,0.021,0.01,0.01,0.014,0.03,0.009,0.01,0.018,0.003,0.018,0.004,0.003,0.017,0.01,0.009,0.02,0.027,0.013,0.028,0.014,0.036,0.131,0.21,0.336,0.083,0.05,0.049,0.008,0.018,0.011,0.012,0.042,0.005,0.002,0.037,0.014,0.005,0.015,0.018,0.001,0.013,0.013,0.014,0.009,0.005,0.002,0.005,0.012,0.007,0.008,0.005,0.004,0.006,0.006,0.001,0.005,0.008,0.003,0.002,0.002,0.004,0.003,0.004,0.001,0.002,0.001,0.019,0.005,0.008,0.01,0.011,0.018,0.018,0.019,0.021,0.029,0.013,0.015,0.02,0.02,0.008,0.016,0.014,0.01,0.005,0.003,0.01,0.013,0.008,0.008,0.014,0.011,0.013,0.015,0.019,0.023,0.015,0.014,0.012,0.015,0.012,0.011,0.015,0.014,0.012,0.009,0.007,0.008,0.004,0.005,0.004,0.004,0.009,0.01,0.012,0.012,0.012,0.015,0.014,0.012,0.011,0.013,0.015,0.012,0.01,0.01,0.012,0.01,0.01,0.012,0.012,0.012,0.012,0.012,0.015,0.016,0.02,0.02,0.017,0.018,0.017,0.016,0.016,0.016,0.015,0.015,0.015,0.016,0.017,0.016,0.015,0.014,0.014,0.013,0.012,0.011,0.013,0.014,0.014,0.015,0.016,0.015,0.015,0.016,0.017,0.015,0.015,0.014,0.012,0.012,0.011,0.01,0.012,0.013,0.012,0.012,0.013,0.012,0.013,0.013,0.014,0.013,0.012,0.013,0.014,0.015,0.014,0.014,0.014,0.014,0.015,0.016,0.017,0.017,0.016,0.015,0.014,0.012,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.01,0.011,0.011,0.011,0.011,0.012,0.011,0.011,0.012,0.012,0.01,0.011,0.011,0.012,0.012,0.012,0.012,0.013,0.009
