Mean,StD,SM,SS,PM,PS,Done
0.1639214463902628,0.1276781180598145,5e-17,9e-17,7.924059909041951,1.4163882301217898,1
0.11486377103330656,0.00060871124267545,5.684341886080805e-17,5e-17,,,0
0.1583726122566535,0.1061892849447886,4.5e-17,9e-17,7.998348941545534,1.4450418476092235,1
0.11414496162296095,0.03658630537729115,5.684341886080805e-17,5e-17,,,0
0.11320991471902755,0.00010285949710355,5.684341886080805e-17,5e-17,,,0
0.1565534265691067,0.0847539446251445,5e-17,7.458993422915221e-17,7.96418123425307,1.4298489426203072,1
0.1622826734329811,0.1165291671008271,5e-17,6.328125e-06,7.995237455888585,1.502548772992574,1
0.1501664503391794,0.1291351637957031,5e-17,5e-17,7.951903216908154,1.4287773072265086,1
0.1557526223047839,0.1420643268133988,4.5562499999975e-05,0.0003280499999999,7.993225476580436,1.4996294612503394,1
0.1601086722143508,0.1420100880031236,5e-17,5e-17,7.976254445878516,1.4938784878766431,1
0.1680188442331649,0.1129010666009304,5e-17,5e-17,7.955446233492894,1.4299372397823829,1
0.1454256851461303,0.0423051039305761,5e-17,1e-16,7.99176004805232,1.4070505933017836,1
0.1516903965960293,0.1070668370910205,5e-17,2.8476562499984374e-06,8.02297406923139,1.4941819471538993,1
0.1638865638207033,0.2041017699985548,5e-17,5e-17,7.96109339412858,1.4433600023023316,1
0.1457831618419933,0.0385742573474618,1e-16,9.685512224991e-05,7.996811835617215,1.4992801081944374,1
0.12294942739027576,0.02457926726677855,5.684341886080805e-17,5e-17,,,0
0.1468774523791458,0.0266691747060619,1e-16,0.0009,8.000764022275721,1.4944119579438238,1
0.1537886186770141,0.1889953942262575,5e-17,9.002940553294244e-17,7.972752105407945,1.4597195493241724,1
0.1759868993219998,0.1560721481698792,5e-17,9e-17,7.947185890879145,1.4547859930834597,1
0.15476961376655668,0.07089105698267877,7.376205609196512e-17,7.376205609196512e-17,7.496388717658221,0.6894325437743499,0
0.1535463051761683,0.1927296854285839,6.103515625e-08,5e-17,7.986696039825735,1.5166129390646013,1
0.1700009723907237,0.1293764324223381,5e-17,5e-17,7.992659841740891,1.491380574380292,1
0.1563582547836632,0.207063729124207,1.5625e-05,3.9226324511250005e-05,7.976797649182136,1.54651264756758,1
0.1571458276877004,0.1908520409549992,3.125e-05,0.0001412147682404,7.9402979900016515,1.5073530658401155,1
0.1578671464059886,0.1086091539723321,5e-17,5e-17,7.924090425777227,1.4820123737305968,1
0.1762214824805449,0.1567465537308991,5e-17,5e-17,7.953412615803661,1.4817273506009092,1
0.1597439164455866,0.2039071842238442,1e-16,3.194260455487104e-09,7.991698745874125,1.4958231769486812,1
0.1841788048093015,0.1387442191368094,1.9073486328125e-09,1e-16,8.003213606765504,1.507252072590534,1
0.1721507908324168,0.1197360319037865,1e-16,2.278125e-05,8.001849954112062,1.508891914283778,1
0.1646341655485347,0.1970807324901083,5e-17,5e-17,7.918190777959428,1.5463302278894648,1
1.946032114927633,0.2661999999999997,0.0,0.00045,,,0
0.8355508903514944,0.0,5.115907697472725e-17,0.001,7.914260767538345,2.581737809781923,0
0.14004663637278472,0.0,2.644343885686258e-17,0.001,7.9675244075814415,4.960428432817635,0
0.1703407025568121,0.237271123475212,5e-17,5.684341886080805e-17,7.948912670863052,1.4020470120184647,1
0.24393457511771865,0.0,6.63858504827322e-17,0.001,7.852279699860561,22.53174900266094,0
0.9480094181092136,0.15482344575512186,2.9873632717229464e-17,5.377253889101302e-17,4.7748050143269145,0.3374510755601491,0
0.8943561284873034,0.0,3.020892336280672e-17,0.001,7.950775203162406,2.1171384478760227,0
0.7993746909649188,0.061053806697677696,5e-17,9.41397895758334e-17,4.67689105286674,1.382589957616457,0
0.8931478518183672,0.0,5e-17,0.001,7.92495982511572,3.129887680285805,0
0.8366212663675229,0.09349188387137955,3.319292524138431e-17,5e-17,4.662012825076477,0.0508694235316606,0
