Mean,StD,SM,SS,PM,PS,Done
0.2049138975107683,0.1649457780503949,5e-17,6.757378483813665e-11,8.016074877243971,1.499173399312811,1
0.1742069068119575,0.1322309465452217,5e-14,8.437196241335396e-14,8.006671736940795,1.501992816767035,1
0.2104544463560537,0.1645440880453883,3.2916250860137123e-17,5e-17,7.987925942503106,1.4844557197707873,1
0.1827468894623908,0.2157907557852056,5e-17,4.5577386551073456e-17,7.950932722587142,1.4803241407958123,1
0.1765307102709055,0.2747826107312995,6.103515625e-11,5e-17,7.962599713464866,1.5103745948934002,1
0.2401389566860275,0.1113716422014606,3.125e-15,3.572116480099314e-14,8.025862466028437,1.5473357705378736,1
0.1736071210448516,0.1590332911345756,7.629394531250001e-12,5e-17,7.950911190505455,1.5459522470492908,1
0.18158247422068216,0.15260721169716396,1.7025314458007815e-10,5e-17,8.118006345189157,1.5240666370567613,0
0.2123410075381956,0.3150071975231399,2.6662163196711065e-17,5e-17,7.978777104509375,1.466644239980959,1
0.181535878079932,0.155963242177485,5e-17,5.505576282871516e-14,8.02097622110579,1.5187512526347913,1
0.2059794107985642,0.1403635021266883,2.44140625e-10,7.03125e-09,8.073731230820627,1.4904751328043817,0
0.2029625538912635,0.1625405947508437,5e-14,5e-17,8.03139268433191,1.4655583135523722,1
0.1813473330110154,0.1301328290518779,5e-17,1.5625e-15,8.020531357525835,1.5260579083506514,1
0.2045996008564382,0.0928189029798202,5e-14,5e-17,8.019122098255322,1.4746801225468082,1
0.178690447235293,0.15065249046257476,4.888325929641728e-15,5.781435052207452e-17,8.073348030670472,1.558216174571285,0
0.1936245279688535,0.2201729897070383,5e-17,1.420327081465479e-14,7.983185069298904,1.4635166666342685,1
0.1914197524664679,0.1303649515287234,5e-17,9.37466249036836e-07,8.000430560300869,1.5015347200963434,1
0.1919125886970776,0.1295648645556387,3.642086632282825e-15,5e-17,8.046359040373101,1.5401812354787774,1
0.226429192853698,0.1162358818946494,5e-17,2.5e-14,8.000985323281682,1.5010013181633564,1
0.1777404569846923,0.1107079946346736,5e-17,7.720639492590317e-14,8.028158953372984,1.5496732707151757,1
0.1712436004298986,0.1871617192530104,5e-17,5e-17,7.998016641456791,1.4843153950868475,1
0.1794191517622635,0.1969591263647696,5e-17,1.3452100312500008e-08,8.017758288747702,1.4543240941032958,1
0.1735288873840907,0.1430171875251156,3.642086632282825e-15,5e-17,8.010860770244442,1.4701971255915902,1
0.1813231046855544,0.1339316074730174,5e-17,1.1003813825013448e-08,7.993093498870248,1.4538163760008869,1
0.1702025478405655,0.1146243749274784,5e-14,5e-17,8.032653851156466,1.5240523251202125,1
0.1781622630605036,0.1850449106913245,7.74221664778808e-15,5e-17,8.039863585213432,1.512802915848064,1
0.1738292365351593,0.1198333676827701,2.6223023752436328e-17,5e-17,7.998973228127233,1.487116285782433,1
0.2243499314702279,0.0956446723868177,9.440288550877097e-14,5e-17,8.027077286267401,1.518700687937914,1
0.1846824471680893,0.1285437307828221,5e-17,3.771856427192687e-12,8.00679985667156,1.4509743608544383,1
0.2619839026544237,0.0308749999999997,9.5367431640625e-07,0.000125,9.49203025760028,0.1783051376728008,0
0.1795224900706359,0.1912575015458975,5e-17,6.184307599329873e-17,7.950947002396984,1.491389178043678,1
0.2310575470229079,0.1088028476216219,5e-17,4.66775511206966e-15,7.982689818672657,1.5060562037424938,1
0.1863687820545418,0.1357661693902131,4.7201442754385496e-14,5e-17,7.958615975521117,1.5201025806864312,1
0.19025281339239405,0.0892194902747183,5e-17,1.779071749050738e-14,8.04050807506933,1.7071316025720693,0
0.17674707325616645,0.11951745616308794,5e-17,5e-17,7.9544849318392,1.5604592829550668,0
0.1779290779520423,0.1623652111025268,1.953125e-16,5e-17,8.035671755156217,1.5254769363150529,1
0.182489082509368,0.1761526033311356,6.25e-15,3.552713678800503e-17,7.951772935870506,1.5380067015670205,1
0.1796703818022363,0.1829527695125792,2.5e-14,2.877698079828403e-17,7.975464008384148,1.5408619804092774,1
0.1721892275235816,0.1603900718790169,1.0125e-14,5e-17,7.950319406858749,1.5169728321578952,1
0.1802632116139306,0.1751798156738225,2.6223023752436328e-17,5e-17,7.954604150173779,1.4927966590641677,1
